sort v2019,Clements v2019 change,text for website v2019,category,page 6.0,English name,scientific name,range,order,family,extinct,extinct year,sort v2018,page 6.0
4764,,,species,196,Emerald-chinned Hummingbird,Abeillia abeillei,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4745,196
4765,,,subspecies,196,,Abeillia abeillei abeillei,Mountains of se Mexico to n Honduras,Caprimulgiformes,Trochilidae (Hummingbirds),,,4746,196
4766,,,subspecies,196,,Abeillia abeillei aurea,Mountains of s Honduras and n Nicaragua,Caprimulgiformes,Trochilidae (Hummingbirds),,,4747,196
4767,,,species,202,Santa Marta Blossomcrown,Anthocephala floriceps,Santa Marta Mountains (ne Colombia),Caprimulgiformes,Trochilidae (Hummingbirds),,,4748,202
4768,,,species,202,Tolima Blossomcrown,Anthocephala berlepschi,"east slope of Central Andes of Colombia, in Tolima and northern Huila",Caprimulgiformes,Trochilidae (Hummingbirds),,,4749,202
4769,,,species,196,Green-crowned Plovercrest,Stephanoxis lalandi,E Brazil (s Minas Gerais to Espírito Santo and ne São Paulo),Caprimulgiformes,Trochilidae (Hummingbirds),,,4750,196
4770,,,species,196,Purple-crowned Plovercrest,Stephanoxis loddigesii,E Paraguay and ne Argentina (Misiones) to s Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4751,196
4771,,,species,194,Scaly-breasted Hummingbird,Phaeochroa cuvierii,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4752,194
4772,,,group (monotypic),194,Scaly-breasted Hummingbird (Robert's),Phaeochroa cuvierii roberti,"Extreme se Mexico to Belize, Guatemala and ne Costa Rica",Caprimulgiformes,Trochilidae (Hummingbirds),,,4753,194
4773,,,group (polytypic),,Scaly-breasted Hummingbird (Cuvier's),Phaeochroa cuvierii [cuvierii Group],,Caprimulgiformes,Trochilidae (Hummingbirds),,,4754,
4774,,,subspecies,194,,Phaeochroa cuvierii maculicauda,Pacific slope of Costa Rica,Caprimulgiformes,Trochilidae (Hummingbirds),,,4755,194
4775,,,subspecies,194,,Phaeochroa cuvierii saturatior,Coiba I.,Caprimulgiformes,Trochilidae (Hummingbirds),,,4756,194
4776,,,subspecies,194,,Phaeochroa cuvierii cuvierii,E and central Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4757,194
4777,,,subspecies,194,,Phaeochroa cuvierii berlepschi,Coastal n Colombia (Cartagena to Barranquilla),Caprimulgiformes,Trochilidae (Hummingbirds),,,4758,194
4778,,,species,194,Wedge-tailed Sabrewing,Campylopterus curvipennis,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4759,194
4779,,,group (monotypic),194,Wedge-tailed Sabrewing (Curve-winged),Campylopterus curvipennis curvipennis,S Mexico (se San Luis Potosí and sw Tamaulipas to n Oaxaca),Caprimulgiformes,Trochilidae (Hummingbirds),,,4760,194
4780,,,group (monotypic),194,Wedge-tailed Sabrewing (Wedge-tailed),Campylopterus curvipennis pampa,"Yucatán Peninsula to n Guatemala, Belize and n Honduras",Caprimulgiformes,Trochilidae (Hummingbirds),,,4761,194
4781,,,species,194,Long-tailed Sabrewing,Campylopterus excellens,Sierra de Tuxtla (se Mexico),Caprimulgiformes,Trochilidae (Hummingbirds),,,4762,194
4782,,,species,194,Gray-breasted Sabrewing,Campylopterus largipennis,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4763,194
4783,,,group (monotypic),194,Gray-breasted Sabrewing (largipennis),Campylopterus largipennis largipennis,"E Venezuela, the Guianas and Rio Negro region of nw Brazil",Caprimulgiformes,Trochilidae (Hummingbirds),,,4764,194
4784,,,group (monotypic),194,Gray-breasted Sabrewing (obscurus),Campylopterus largipennis obscurus,"eastern Colombia south to northern Bolivia and east, mostly south of the Amazon, to eastern Amazonian Brazil (eastern Pará and Maranhão)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4765,194
4785,,,group (monotypic),194,Gray-breasted Sabrewing (diamantinensis),Campylopterus largipennis diamantinensis,SE Brazil (Serra Espinhaço in Minas Gerais),Caprimulgiformes,Trochilidae (Hummingbirds),,,4766,194
4786,,,species,addition (2017),Dry-forest Sabrewing,Campylopterus calcirupicola,"eastern Brazil (southeastern Goiás, southwestern Bahia, and northern Minas Gerais)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4767,addition (2017)
4787,,,species,194,Rufous Sabrewing,Campylopterus rufus,Highlands of s Mexico (Oaxaca and Chiapas) to El Salvador,Caprimulgiformes,Trochilidae (Hummingbirds),,,4768,194
4788,,,species,194,Violet Sabrewing,Campylopterus hemileucurus,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4769,194
4789,,,subspecies,194,,Campylopterus hemileucurus hemileucurus,southern Mexico south to north central Nicaragua,Caprimulgiformes,Trochilidae (Hummingbirds),,,4770,194
4790,,,subspecies,194,,Campylopterus hemileucurus mellitus,Costa Rica and w Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4771,194
4791,,,species,194,Rufous-breasted Sabrewing,Campylopterus hyperythrus,Tepuis of se Venezuela and adjacent nw Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4772,194
4792,,,species,194,White-tailed Sabrewing,Campylopterus ensipennis,Mountains of ne Venezuela and Tobago,Caprimulgiformes,Trochilidae (Hummingbirds),,,4773,194
4793,,,species,194,Lazuline Sabrewing,Campylopterus falcatus,"Mountains of Colombia, Venezuela and e Ecuador",Caprimulgiformes,Trochilidae (Hummingbirds),,,4774,194
4794,,,species,194,Santa Marta Sabrewing,Campylopterus phainopeplus,Santa Marta Mountains (ne Colombia),Caprimulgiformes,Trochilidae (Hummingbirds),,,4775,194
4795,,,species,194,Napo Sabrewing,Campylopterus villaviscensio,Foothills of s Colombia to e Ecuador and adjacent ne Peru,Caprimulgiformes,Trochilidae (Hummingbirds),,,4776,194
4796,,,species,194,Buff-breasted Sabrewing,Campylopterus duidae,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4777,194
4797,,,subspecies,194,,Campylopterus duidae guaiquinimae,Tepuis of s Venezuela (Mt. Guaiquinima),Caprimulgiformes,Trochilidae (Hummingbirds),,,4778,194
4798,,,subspecies,194,,Campylopterus duidae duidae,Tepuis of s Venezuela (Mt. Duida) and adjacent n Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4779,194
4799,,,species,194,Swallow-tailed Hummingbird,Eupetomena macroura,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4780,194
4800,,,subspecies,194,,Eupetomena macroura macroura,"Guianas to n, central and se Brazil and Paraguay",Caprimulgiformes,Trochilidae (Hummingbirds),,,4781,194
4801,,,subspecies,194,,Eupetomena macroura simoni,"NE Brazil (s Maranhão, Piauí and Ceará to Minas Gerais)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4782,194
4802,,,subspecies,194,,Eupetomena macroura cyanoviridis,SE Brazil (Serra do Mar in s São Paulo),Caprimulgiformes,Trochilidae (Hummingbirds),,,4783,194
4803,,,subspecies,194,,Eupetomena macroura hirundo,E Peru (Huiro),Caprimulgiformes,Trochilidae (Hummingbirds),,,4784,194
4804,,,subspecies,194,,Eupetomena macroura boliviana,Savanna of nw Bolivia (Beni),Caprimulgiformes,Trochilidae (Hummingbirds),,,4785,194
4805,,,species,202,White-vented Plumeleteer,Chalybura buffonii,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4786,202
4806,,,group (polytypic),,White-vented Plumeleteer (White-vented),Chalybura buffonii [buffonii Group],,Caprimulgiformes,Trochilidae (Hummingbirds),,,4787,
4807,,,subspecies,202,,Chalybura buffonii micans,Central Panama to Pacific slope of nw Colombia,Caprimulgiformes,Trochilidae (Hummingbirds),,,4788,202
4808,,,subspecies,202,,Chalybura buffonii buffonii,N-central Colombia (Magdalena Valley) and nw Venezuela,Caprimulgiformes,Trochilidae (Hummingbirds),,,4789,202
4809,,,subspecies,202,,Chalybura buffonii aeneicauda,N Colombia (Santa Marta region) and n Venezuela,Caprimulgiformes,Trochilidae (Hummingbirds),,,4790,202
4810,,,group (monotypic),202,White-vented Plumeleteer (Blue-bellied),Chalybura buffonii caeruleogaster,eastern slope of the central Eastern Andes of Colombia,Caprimulgiformes,Trochilidae (Hummingbirds),,,4791,202
4811,,,group (monotypic),202,White-vented Plumeleteer (Ecuadorian),Chalybura buffonii intermedia,subtropical southwestern Ecuador and northwestern Peru (Tumbes),Caprimulgiformes,Trochilidae (Hummingbirds),,,4792,202
4812,,,species,202,Bronze-tailed Plumeleteer,Chalybura urochrysia,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4793,202
4813,,,subspecies,202,,Chalybura urochrysia melanorrhoa,Caribbean slope of Nicaragua and Costa Rica,Caprimulgiformes,Trochilidae (Hummingbirds),,,4794,202
4814,,,subspecies,202,,Chalybura urochrysia isaurae,Caribbean slope of w Panama to nw Colombia; e Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4795,202
4815,,,subspecies,202,,Chalybura urochrysia urochrysia,Extreme se Panama to w Colombia and nw Ecuador,Caprimulgiformes,Trochilidae (Hummingbirds),,,4796,202
4816,,,species,198,Mexican Woodnymph,Thalurania ridgwayi,"Pacific slope of w Mexico (s Nayarit, Jalisco and Guerrero)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4797,198
4817,,,species,198,Crowned Woodnymph,Thalurania colombica,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4798,198
4819,,,group (polytypic),,Crowned Woodnymph (Northern Violet-crowned),Thalurania colombica venusta/townsendi,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4800,
4820,,,subspecies,198,,Thalurania colombica townsendi,Belize and e Guatemala to se Honduras,Caprimulgiformes,Trochilidae (Hummingbirds),,,4801,198
4821,,,subspecies,198,,Thalurania colombica venusta,E Nicaragua to w Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4802,198
4822,,,group (polytypic),,Crowned Woodnymph (Colombian Violet-crowned),Thalurania colombica colombica/rostrifera,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4803,
4823,,,subspecies,198,,Thalurania colombica colombica,N Colombia and nw Venezuela,Caprimulgiformes,Trochilidae (Hummingbirds),,,4804,198
4824,,,subspecies,198,,Thalurania colombica rostrifera,NW Venezuela (sw Táchira),Caprimulgiformes,Trochilidae (Hummingbirds),,,4805,198
4826,,,group (polytypic),,Crowned Woodnymph (Northern Green-crowned),Thalurania colombica [fannyae Group],,Caprimulgiformes,Trochilidae (Hummingbirds),,,4807,
4827,,,subspecies,198,,Thalurania colombica fannyae,E Panama to w Colombia,Caprimulgiformes,Trochilidae (Hummingbirds),,,4808,198
4828,,,subspecies,198,,Thalurania colombica subtropicalis,W-c Colombia (Cauca Valley and adjacent W and C Andes),Caprimulgiformes,Trochilidae (Hummingbirds),,,4809,198
4829,,,subspecies,198,,Thalurania colombica verticeps,Pacific slope of W Andes of sw Colombia and nw Ecuador,Caprimulgiformes,Trochilidae (Hummingbirds),,,4810,198
4830,,,group (monotypic),198,Crowned Woodnymph (Emerald-bellied),Thalurania colombica hypochlora,Pacific lowlands of Ecuador to extreme n Peru,Caprimulgiformes,Trochilidae (Hummingbirds),,,4811,198
4831,,,species,198,Fork-tailed Woodnymph,Thalurania furcata,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4812,198
4832,,,subspecies,198,,Thalurania furcata refulgens,NE Venezuela (Paría Peninsula and Sierra de Cumaná),Caprimulgiformes,Trochilidae (Hummingbirds),,,4813,198
4833,,,subspecies,198,,Thalurania furcata furcata,"Extreme e Venezuela, Guianas and ne Brazil n of the Amazon",Caprimulgiformes,Trochilidae (Hummingbirds),,,4814,198
4834,,,subspecies,198,,Thalurania furcata fissilis,"E Venezuela, adjacent extreme w Guyana and ne Brazil",Caprimulgiformes,Trochilidae (Hummingbirds),,,4815,198
4835,,,subspecies,198,,Thalurania furcata nigrofasciata,SE Colombia to extreme s Venezuela and nw Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4816,198
4836,,,subspecies,198,,Thalurania furcata viridipectus,E slope of Andes and lowlands of e Colombia to ne Peru,Caprimulgiformes,Trochilidae (Hummingbirds),,,4817,198
4837,,,subspecies,198,,Thalurania furcata jelskii,Tropical e Peru and adjacent Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4818,198
4838,,,subspecies,198,,Thalurania furcata simoni,Amazonia s of the Amazon in extreme e Peru and w Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4819,198
4839,,,subspecies,198,,Thalurania furcata balzani,N-central Brazil south of the Amazon,Caprimulgiformes,Trochilidae (Hummingbirds),,,4820,198
4840,,,subspecies,198,,Thalurania furcata furcatoides,Lower Amazon region of e Brazil south of the Amazon,Caprimulgiformes,Trochilidae (Hummingbirds),,,4821,198
4841,,,subspecies,198,,Thalurania furcata boliviana,Andean foothills and adj. lowlands of se Peru and ne Bolivia,Caprimulgiformes,Trochilidae (Hummingbirds),,,4822,198
4842,,,subspecies,198,,Thalurania furcata baeri,NE and central Brazil to se Bolivia and n Argentina,Caprimulgiformes,Trochilidae (Hummingbirds),,,4823,198
4843,,,subspecies,198,,Thalurania furcata eriphile,"SE Brazil, adjacent Paraguay and ne Argentina (Misiones)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4824,198
4844,,,species,198,Long-tailed Woodnymph,Thalurania watertonii,Coastal e Brazil (e Pará to Pernambuco and Bahia),Caprimulgiformes,Trochilidae (Hummingbirds),,,4825,198
4845,,,species,199,Violet-capped Woodnymph,Thalurania glaucopis,SE Brazil to e Paraguay and ne Argentina,Caprimulgiformes,Trochilidae (Hummingbirds),,,4826,199
4847,,,species,198,Stripe-tailed Hummingbird,Eupherusa eximia,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4827,198
4848,,,subspecies,198,,Eupherusa eximia nelsoni,Humid rainforests of se Mexico (Veracruz and Oaxaca),Caprimulgiformes,Trochilidae (Hummingbirds),,,4828,198
4849,,,subspecies,198,,Eupherusa eximia eximia,S Mexico (Chiapas) to Belize and n Nicaragua,Caprimulgiformes,Trochilidae (Hummingbirds),,,4829,198
4850,,,subspecies,198,,Eupherusa eximia egregia,Highlands of Costa Rica and w Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4830,198
4851,,,species,198,Blue-capped Hummingbird,Eupherusa cyanophrys,S Mexico (Sierra de Miahuatlán of Oaxaca),Caprimulgiformes,Trochilidae (Hummingbirds),,,4831,198
4852,,,species,198,White-tailed Hummingbird,Eupherusa poliocerca,S Mexico (Sierra Madre del Sur from Guerrero to w Oaxaca),Caprimulgiformes,Trochilidae (Hummingbirds),,,4832,198
4853,,,species,198,Black-bellied Hummingbird,Eupherusa nigriventris,Montane forests of central Costa Rica and extreme w Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4833,198
4854,,,species,198,White-tailed Emerald,Elvira chionura,Pacific slope of s Costa Rica to central Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4834,198
4855,,,species,198,Coppery-headed Emerald,Elvira cupreiceps,Highlands of n and central Costa Rica,Caprimulgiformes,Trochilidae (Hummingbirds),,,4835,198
4856,,,species,202,Snowcap,Microchera albocoronata,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4836,202
4857,,,subspecies,202,,Microchera albocoronata parvirostris,Caribbean slope of s Honduras to s Costa Rica and (?) Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4837,202
4858,,,subspecies,202,,Microchera albocoronata albocoronata,Atlantic and Pacific slopes of w-central Panama,Caprimulgiformes,Trochilidae (Hummingbirds),,,4838,202
4859,,,species,194,Sombre Hummingbird,Aphantochroa cirrochloris,Forest and scrub of e and central Brazil,Caprimulgiformes,Trochilidae (Hummingbirds),,,4839,194
4860,,,species,200,Many-spotted Hummingbird,Taphrospilus hypostictus,east slope of the Andes from Ecuador to southern Bolivia and northwestern Argentina,Caprimulgiformes,Trochilidae (Hummingbirds),,,4840,200
4861,,,species,199,White-throated Hummingbird,Leucochloris albicollis,"E Bolivia to e Paraguay, n Argentina and se Brazil",Caprimulgiformes,Trochilidae (Hummingbirds),,,4841,199
4862,,,species,200,Buffy Hummingbird,Leucippus fallax,"coastal northeastern Colombia, coastal Venezuela, La Tortuga Island, and Margarita Island",Caprimulgiformes,Trochilidae (Hummingbirds),,,4842,200
4863,,,species,200,Tumbes Hummingbird,Leucippus baeri,Arid littoral of extreme sw Ecuador and adjacent nw Peru,Caprimulgiformes,Trochilidae (Hummingbirds),,,4843,200
4864,,,species,200,Spot-throated Hummingbird,Leucippus taczanowskii,"northern Peru (west slope of Western Andes, and middle and upper Marañón Valley) and extreme southern Ecuador (Zamora-Chinchipe)",Caprimulgiformes,Trochilidae (Hummingbirds),,,4844,200
4865,,,species,200,Olive-spotted Hummingbird,Leucippus chlorocercus,"Extreme se Colombia to e Ecuador, ne Peru and nw Brazil",Caprimulgiformes,Trochilidae (Hummingbirds),,,4845,200
4866,,,species,200,White-bellied Hummingbird,Amazilia chionogaster,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4846,200
4867,,,subspecies,200,,Amazilia chionogaster chionogaster,N and central Peru,Caprimulgiformes,Trochilidae (Hummingbirds),,,4847,200
4868,,,subspecies,200,,Amazilia chionogaster hypoleuca,"SE Peru to Bolivia, Paraguay, nw Argentina and Mato Grosso",Caprimulgiformes,Trochilidae (Hummingbirds),,,4848,200
4869,,,species,200,Green-and-white Hummingbird,Amazilia viridicauda,E slope of Andes of Peru (s Huánuco to s Puno),Caprimulgiformes,Trochilidae (Hummingbirds),,,4849,200
4870,,,species,200,Chestnut-bellied Hummingbird,Amazilia castaneiventris,W slope of Eastern Andes of n-central Colombia,Caprimulgiformes,Trochilidae (Hummingbirds),,,4850,200
4871,,,species,200,Amazilia Hummingbird,Amazilia amazilia,,Caprimulgiformes,Trochilidae (Hummingbirds),,,4851,200
4872,"group revision; group deletion; name change - English name, scientific name","Previously we recognized two groups in Amazilia Hummingbird, a polytypic group Amazilia Hummingbird (Amazilia) Amazilia amazilia [amazilia Group], including subspecies azuay, dumerilii, leucophoea, amazilia, and caeruleigularis; and a monotypic Amazilia Hummingbird (Loja) Amazilia amazilia alticola. We no longer recognize the group Amazilia Hummingbird (Loja) Amazilia amazilia alticola. At the same time, we now recognize two new monotypic groups, Amazilia Hummingbird (Green-throated) Amazilia amazilia amazilia and Amazilia Hummingbird (Blue-throated) Amazilia amazilia caeruleigularis. The remaining taxa - azuay, alticola, dumerilii and leucophoea - are combined into the polytypic group Amazilia Hummingbird (White-throated) Amazilia amazilia [dumerilii Group].",group (polytypic),,Amazilia Hummingbird (White-throated),Amazilia amazilia [dumerilii Group],,Caprimulgiformes,Trochilidae (Hummingbirds),,,4852,
4873,,,subspecies,200,,Amazilia amazilia dumerilii,Pacific slope of Ecuador to n Peru; e slope in Zamora Valley,Caprimulgiformes,Trochilidae (Hummingbirds),,,4854,200
4874,,,subspecies,200,,Amazilia amazilia azuay,sw Ecuador (Río Jubones drainage in Azuay and n Loja),Caprimulgiformes,Trochilidae (Hummingbirds),,,4853,200
